repo_url,name,size_gb
https://github.com/xpinjection/test-driven-spring-boot.git,test-driven-spring-boot,0.000674015
https://github.com/OpenHFT/Java-Runtime-Compiler.git,Java-Runtime-Compiler,0.000560434
https://github.com/Stirling-Tools/Stirling-PDF.git,Stirling-PDF,0.187723685
https://github.com/SimonHalvdansson/Harmonic-HN.git,Harmonic-HN,0.157459983
https://github.com/Photon-GitHub/AntiCheatAddition.git,AntiCheatAddition,0.005615646
https://github.com/OpenHFT/Java-Thread-Affinity.git,Java-Thread-Affinity,0.00176782
https://github.com/Camelcade/Perl5-IDEA.git,Perl5-IDEA,0.44894087
https://github.com/halilozel1903/AndroidTVMovieParadise.git,AndroidTVMovieParadise,0.054732188
https://github.com/operaton/operaton.git,operaton,0.278189275
https://github.com/cwuom/ono.git,ono,0.059380993
https://github.com/apache/pinot.git,pinot,0.787210642
https://github.com/Kaljurand/K6nele.git,K6nele,0.028040317
https://github.com/stingle/stingle-photos-android.git,stingle-photos-android,0.187180485
https://github.com/kongzue/DialogX.git,DialogX,0.183102593
https://github.com/ikarus23/MifareClassicTool.git,MifareClassicTool,0.01213563
https://github.com/dji-sdk/Mobile-SDK-Android-V5.git,Mobile-SDK-Android-V5,0.577725193
https://github.com/Igalia/wolvic.git,wolvic,0.417654683
https://github.com/DataDog/dd-trace-java.git,dd-trace-java,0.405857016
https://github.com/plantuml/plantuml.git,plantuml,0.541050115
https://github.com/USS-Shenzhou/MadParticle.git,MadParticle,0.010117987
https://github.com/spring-projects/spring-kafka.git,spring-kafka,0.024700635
https://github.com/freeplane/freeplane.git,freeplane,0.27874937
https://github.com/2006-Scape/2006Scape.git,2006Scape,0.16079372
https://github.com/GrimAnticheat/Grim.git,Grim,0.017272514
https://github.com/apache/ozone.git,ozone,0.189893978
https://github.com/JetBrains/psiviewer.git,psiviewer,0.005255277
https://github.com/chsami/Microbot.git,Microbot,0.23091571
https://github.com/nuxeo/nuxeo.git,nuxeo,0.707012558
https://github.com/StarRocks/starrocks.git,starrocks,1.251385178
https://github.com/liyupi/yu-ai-agent.git,yu-ai-agent,0.000658029
https://github.com/YunaiV/yudao-cloud.git,yudao-cloud,0.085667355
https://github.com/lunasaw/gb28181-proxy.git,gb28181-proxy,0.04775091
https://github.com/datahub-project/datahub.git,datahub,0.60719388
https://github.com/jbangdev/jbang.git,jbang,0.021870943
https://github.com/why168/LoopViewPagerLayout.git,LoopViewPagerLayout,0.052305551
https://github.com/domaframework/doma.git,doma,0.040205871
https://github.com/rieckpil/testing-spring-boot-applications-masterclass.git,testing-spring-boot-applications-masterclass,0.015396663
